"zvit_date","registration_area","priority_hosp_area","edrpou_hosp","legal_entity_name_hosp","legal_entity_lat","legal_entity_lng","person_gender","person_age_group","add_conditions","new_susp","new_confirm","active_confirm","new_death","new_recover"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Так","2","2","9","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","0-5","Ні","0","0","1","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","06-17","Ні","0","0","2","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","18-39","Ні","8","6","36","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Ні","4","4","23","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Так","1","0","4","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-15","Вінницька","Вінницька","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Так","2","1","2","0","0"
"2020-04-15","Волинська","Волинська","01982885","КНП БЕРЕСТЕЧКІВСЬКА РАЙОННА ЛІКАРНЯ №2","50.360947","25.10574","Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","01982896","КНП ГОРОХІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ГОРОХІВСЬКОЇ РАЙОННОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ","50.49662819","24.7614707","Жіноча","40-64","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","01982910","КНП РОЖИЩЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ РОЖИЩЕНСЬКОЇ РАЙОННОЇ РАДИ","50.90971878","25.28230421","Жіноча","65+","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","01982910","КНП РОЖИЩЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ РОЖИЩЕНСЬКОЇ РАЙОННОЇ РАДИ","50.90971878","25.28230421","Жіноча","65+","Так","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","01982940","КНП КОВЕЛЬСЬКЕ МІСЬКРАЙОННЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ КОВЕЛЬСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ","51.21369977","24.71282098","Жіноча","0-5","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","01982940","КНП КОВЕЛЬСЬКЕ МІСЬКРАЙОННЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ КОВЕЛЬСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ","51.21369977","24.71282098","Жіноча","18-39","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","01982985","ЛУЦЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ","50.75719293","25.37531723","Чоловіча","40-64","Так","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","01983016","КНП НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ","50.72480088","24.1715902","Жіноча","18-39","Так","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","01983016","КНП НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ","50.72480088","24.1715902","Жіноча","65+","Так","1","0","2","0","0"
"2020-04-15","Волинська","Волинська","01983016","КНП НОВОВОЛИНСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ","50.72480088","24.1715902","Чоловіча","65+","Так","0","0","2","0","0"
"2020-04-15","Волинська","Волинська","01983068","КНП СТАРОВИЖІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ СТАРОВИЖІВСЬКОЇ РАЙОННОЇ РАДИ","51.44089","24.43177","Чоловіча","40-64","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","01983134","ЛУЦЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ЛУЦЬКОЇ РАЙОННОЇ РАДИ","50.76869919","25.38786268","Чоловіча","65+","Так","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","01983163","ВОЛИНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.75762543","25.34423542","Чоловіча","65+","Так","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Жіноча","18-39","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Жіноча","18-39","Так","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Жіноча","40-64","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Жіноча","40-64","Так","0","0","3","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Чоловіча","40-64","Ні","0","0","2","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Чоловіча","40-64","Так","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","03398983","ВОЛИНСЬКА ОБЛАСНА ІНФЕКЦІЙНА ЛІКАРНЯ ВОЛИНСЬКОЇ ОБЛАСНОЇ РАДИ","50.74962062","25.31104749","Чоловіча","65+","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","37271416","КНП ЛЮБОМЛЬСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ ЛЮБОМЛЬСЬКОЇ РАЙОННОЇ РАДИ ","51.24425753","24.03574422","Жіноча","18-39","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","42631325","ВОЛОДИМИР-ВОЛИНСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ","50.85847112","24.31781352","Жіноча","0-5","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","42631325","ВОЛОДИМИР-ВОЛИНСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ","50.85847112","24.31781352","Жіноча","40-64","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","42631325","ВОЛОДИМИР-ВОЛИНСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ","50.85847112","24.31781352","Чоловіча","0-5","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","42631325","ВОЛОДИМИР-ВОЛИНСЬКЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ`ЄДНАННЯ","50.85847112","24.31781352","Чоловіча","18-39","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","0-5","Ні","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","06-17","Ні","2","0","2","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","18-39","Ні","7","2","18","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","18-39","Так","0","0","2","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","40-64","Ні","7","1","25","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","40-64","Так","0","0","4","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Ні","0","0","3","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Жіноча","65+","Так","0","0","4","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","0-5","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","06-17","Ні","1","0","2","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","18-39","Ні","13","1","8","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","18-39","Так","1","0","0","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Ні","9","0","12","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","40-64","Так","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Ні","0","0","1","0","0"
"2020-04-15","Волинська","Волинська","Самоізоляція",NULL,NULL,NULL,"Чоловіча","65+","Так","1","0","0","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Жіноча","06-17","Ні","0","0","2","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Жіноча","06-17","Так","1","0","0","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Жіноча","18-39","Ні","1","0","0","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Жіноча","18-39","Так","3","0","0","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Жіноча","40-64","Ні","1","1","3","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Жіноча","40-64","Так","0","0","1","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Чоловіча","06-17","Ні","0","0","1","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Чоловіча","18-39","Ні","0","0","1","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Чоловіча","18-39","Так","1","0","0","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Чоловіча","40-64","Ні","1","1","4","0","0"
"2020-04-15","Дніпропетровська","Дніпропетровська","01984659","КНП МІСЬКА КЛІНІЧНА ЛІКАРНЯ № 21 ІМ. ПРОФ. Є. Г. ПОПКОВОЇ  ДНІПРОВСЬКОЇ МІСЬКОЇ РАДИ","48.46221803","35.00395412","Чоловіча","40-64","Так","1","0","3","0","0"
